0	0	0.460916
0	1	0.265446
0	2	0.262324
0	3	0.244242
0	4	0.248380
0	5	0.251590
0	6	0.247366
0	7	0.278936
0	8	0.250354
0	9	0.256445
0	10	0.270486
0	11	0.642892
0	12	0.589877
0	13	0.238638
0	14	0.364091
0	15	0.484069
0	16	0.425476
0	17	0.316026
0	18	0.334972
0	19	0.498961
0	20	0.479709
0	21	0.410475
0	22	0.313542
0	23	0.288097
0	24	0.276744
0	25	0.360442
0	26	0.485278
0	27	0.539136
0	28	0.418374
0	29	0.362650
0	30	0.381185
0	31	0.347398
0	32	0.481728
0	33	0.161756
0	34	0.607872
0	35	0.411457
0	36	0.288426
0	37	0.296492
0	38	0.302567
0	39	0.408659
0	40	0.255873
0	41	0.285351
0	42	0.231366
0	43	0.401067
0	44	0.270374
0	45	0.299581
0	46	0.291894
0	47	0.280585
0	48	0.211768
0	49	0.347921
0	50	0.385629
0	51	0.233619
0	52	0.242808
0	53	0.250137
0	54	0.323578
0	55	0.254752
0	56	0.260235
0	57	0.218871
0	58	0.273936
0	59	0.266634
0	60	0.214526
0	61	0.317683
0	62	0.394462
0	63	0.292896
0	64	0.320725
0	65	0.309651
0	66	0.311990
0	67	0.396789
0	68	0.336026
0	69	0.322977
0	70	0.276505
0	71	0.268792
0	72	0.268676
0	73	0.263415
0	74	0.278855
0	75	0.246781
0	76	0.274235
0	77	0.262269
0	78	0.258257
0	79	0.261899
0	80	0.256135
0	81	0.252466
0	82	0.237845
0	83	0.264979
0	84	0.251698
0	85	0.249564
0	86	0.269336
0	87	0.274741
0	88	0.227970
0	89	0.257403
0	90	0.256171
0	91	0.242278
0	92	0.270021
0	93	0.243692
0	94	0.256644
0	95	0.265523
0	96	0.240561
0	97	0.272309
0	98	0.283967
0	99	0.280408
0	100	0.253552
0	101	0.278163
0	102	0.280848
0	103	0.250282
0	104	0.255903
0	105	0.256874
0	106	0.263077
0	107	0.250872
0	108	0.269770
0	109	0.266530
0	110	0.261291
0	111	0.256208
0	112	0.270225
0	113	0.273531
0	114	0.245743
0	115	0.258151
0	116	0.261833
0	117	0.236874
0	118	0.249982
0	119	0.236500
0	120	0.232669
0	121	0.244494
0	122	0.264959
0	123	0.249246
0	124	0.242240
0	125	0.261544
0	126	0.247879
0	127	0.259894
0	128	0.253860
0	129	0.262345
0	130	0.258148
0	131	0.249993
0	132	0.254152
0	133	0.246691
0	134	0.255720
0	135	0.250365
0	136	0.257993
0	137	0.231121
0	138	0.246839
0	139	0.242221
0	140	0.223269
0	141	0.248011
0	142	0.232694
0	143	0.248039
0	144	0.256106
0	145	0.236685
0	146	0.244085
0	147	0.241178
0	148	0.255844
0	149	0.208360
0	150	0.241001
0	151	0.239274
0	152	0.223618
0	153	0.242234
0	154	0.254469
0	155	0.241212
0	156	0.246053
0	157	0.253510
0	158	0.230262
0	159	0.231951
0	160	0.234363
0	161	0.244704
0	162	0.232370
0	163	0.240175
0	164	0.250562
0	165	0.250649
0	166	0.241761
0	167	0.245506
0	168	0.247970
0	169	0.248064
0	170	0.232237
0	171	0.252425
0	172	0.240772
0	173	0.237579
0	174	0.223574
0	175	0.221263
0	176	0.239599
0	177	0.225458
0	178	0.248563
0	179	0.230772
0	180	0.245093
0	181	0.225245
0	182	0.259099
0	183	0.228201
0	184	0.235289
0	185	0.236782
0	186	0.241796
0	187	0.237137
0	188	0.246232
0	189	0.264283
0	190	0.243921
0	191	0.250275
0	192	0.251415
0	193	0.235703
0	194	0.225639
0	195	0.238941
0	196	0.261092
0	197	0.244720
0	198	0.235424
0	199	0.216401
0	200	0.252325
0	201	0.250328
0	202	0.251090
0	203	0.233621
0	204	0.240730
0	205	0.252099
0	206	0.260475
0	207	0.226677
0	208	0.233289
0	209	0.216620
0	210	0.237368
0	211	0.226816
0	212	0.237303
0	213	0.226569
0	214	0.254664
0	215	0.244182
0	216	0.241701
0	217	0.245713
0	218	0.236658
0	219	0.243652
0	220	0.232786
0	221	0.231603
0	222	0.229448
0	223	0.241790
0	224	0.236529
0	225	0.229850
0	226	0.218753
0	227	0.224104
0	228	0.253119
0	229	0.222371
0	230	0.207884
0	231	0.224554
0	232	0.228488
0	233	0.222664
0	234	0.223543
0	235	0.216816
0	236	0.230330
0	237	0.226979
0	238	0.218473
0	239	0.215639
0	240	0.210870
0	241	0.209241
0	242	0.205100
0	243	0.209413
0	244	0.199046
0	245	0.204781
0	246	0.207079
0	247	0.191886
0	248	0.178098
0	249	0.180240
0	250	0.181915
0	251	0.185574
0	252	0.177186
0	253	0.166974
0	254	0.178776
1	0	0.533142
1	1	0.240022
1	2	0.258897
1	3	0.267054
1	4	0.269368
1	5	0.285552
1	6	0.254752
1	7	0.262478
1	8	0.246304
1	9	0.263846
1	10	0.280350
1	11	0.707999
1	12	0.564672
1	13	0.210774
1	14	0.389998
1	15	0.522808
1	16	0.399095
1	17	0.313858
1	18	0.293781
1	19	0.471903
1	20	0.474885
1	21	0.411008
1	22	0.331827
1	23	0.277173
1	24	0.309192
1	25	0.349133
1	26	0.419410
1	27	0.506889
1	28	0.586779
1	29	0.160613
1	30	0.387673
