199234	480560	405510	404144	422981	445926	537001	529647	451073	455960	458878	547331	2381117	9114755	12075085	7100820	2735278	1406475	1106205	1510892	4080781	10929245	21729666	33137389	37745371	31808548	18174707	6869524	3467289	5903873	10253148	14647933	19342427	40278611	32216713	8099434	4033763	2860304	1948808	1803101	3354744	4833855	5116653	3899219	1823288	1579926	2289583	3156210	4630157	4521704	2433803	1538681	1727364	1687109	1586885	2321517	3266749	3996919	4142605	3583792	4620056	4213967	2464561	1232280	1327700	1546823	1378762	821230	409590	259355	202476	175832	171571	174467	172032	153098	161326	152037	148121	146175	146316	150219	159589	150487	132977	134661	132088	128382	139026	143064	123129	127910	129043	135741	135540	125051	128245	123662	119922	140404	157123	128475	118722	112061	110564	101282	97925	98356	101746	100415	97488	97869	91095	92400	97425	100465	89304	85963	88328	88793	87634	87654	84718	78783	75715	73649	70495	71546	71247	71375	66516	71393	68755	66192	67384	66141	64109	62817	64748	61711	60826	62048	59632	60255	58714	58179	61237	58713	57496	59724	59651	56884	56860	57661	53203	58297	58874	59304	60344	61830	58678	60530	56730	57783	60768	57470	54312	57927	56547	55007	53965	50760	52286	53258	56941	56368	52796	59763	59270	57328	54488	59277	59003	59145	62537	56436	62134	66987	62845	55990	59617	63759	54311	57532	63476	57979	52341	61056	60303	56656	61042	59291	59529	51889	57168	53675	58059	56209	53820	50287	48125	49403	46988	50841	49217	48025	53293	48709	50655	46999	44049	41476	44175	44686	47700	44796	46298	44992	44618	44261	43907	41482	44141	42170	41557	40436	39466	40072	39843	40817	40337	38669	38983	37721	36095	36029	36180	35807	34396	34347	33668	33127	34140	33100	33563	32324	
192233	579055	478220	430439	458535	457406	555199	572045	486291	463853	469941	561691	3196239	11344280	13596651	6878150	2273353	1231248	1071938	1463704	3761082	9902482	20572128	32046744	35055354	27228544	16404870	7515207	8112852	28932752	33255078	20930874	17069374	18338986	13274041	4481970	2714975	2243658	1839044	1705031	3099999	4468417	6004873	4942303	2062510	1685306	2490809	3600767	5602714	5522944	2902106	1370650	1307115	1537978	1568483	2042425	2848367	3487860	3618760	3769407	4703908	4092397	2431004	1218396	917020	715609	507876	326872	248032	229563	207991	179680	183145	169350	161329	153438	150847	145626	146779	141782	141944	144980	149434	134619	129017	134517	128339	150308	234092	226004	153545	143417	131972	127051	131215	138645	139769	121056	121970	127659	123585	107624	102065	100172	102257	94670	99163	95616	97241	90827	91730	92184	91482	89164	99180	93254	95635	91635	90396	87863	86263	83491	83938	79741	75031	69940	71666	71230	69467	70183	66255	68947	66387	66313	63660	65985	61949	63407	63697	63580	61138	59514	60548	58921	59325	58834	57735	58544	56634	55007	55728	56272	54561	54003	55289	56360	56173	55097	55332	55027	57680	57400	56381	55205	56706	54954	52272	54023	52142	52522	52870	51355	53033	52606	52972	55519	50282	55688	55941	54136	52810	53809	54808	55327	55932	50243	52253	57122	57177	57539	55716	54041	51221	49101	52664	53864	51114	52328	50471	51548	58242	55969	53163	47583	50544	50850	49526	48435	46390	47444	47307	47909	44524	49537	49427	45588	45073	44314	46332	46034	45041	43884	41983	45148	44980	43086	44025	42175	42433	43313	40707	40107	39963	41083	38598	38948	38287	37685	39139	39736	37251	40098	37564	37513	36462	36628	35404	36251	35278	34705	35724	33928	34533	34193	33333	33874	
173704	457337	381388	426628	499219	459141	581983	587869	469950	452315	450413	534918	2464141	9353892	12330821	7452553	2642292	1263889	1010219	1432120	3157083	8476856	17599952	28899123	33175413	28007250	18254240	8019217	5330818	9862007	13028626	15795038	19127909	24067673	14764131	5583523	3254720	2384372	1992208	1709153	2896607	4633544	6315794	4918179	2137340	1999387	2869842	4384920	6601373	6134656	3093227	1167295	1165397	1542687	1525267	1799540	2728423	3542891	3728040	3386113	4283510	3826676	2210603	1123410	675255	383884	294628	265200	232768	215701	193568	169155	152392	148820	151084	145902	140629	137807	135696	131770	136655	131840	135368	127749	122445	115992	117579	120720	149463	145861	115918	116800	125166	129158	127027	126034	121783	118520	118408	133567	142743	117375	100143	99423	96272	88639	91632	90773	88954	84585	90227	87569	83314	84615	84546	86635	86822	85653	81338	76717	74034	74562	74531	71092	66880	66876	64158	63830	61347	57998	56611	58952	56809	57501	55480	56559	54678	52922	54036	52824	51717	52457	53057	50246	50647	49474	50139	49885	49626	48564	47325	47938	47145	45628	48320	47748	47096	46502	47096	43790	46127	48895	46601	45660	46162	47018	45584	47099	45175	44344	43301	43654	41373	42129	41192	41801	43352	43207	42191	43725	41236	41618	38331	40513	40721	38674	40087	40905	39802	39138	38044	39597	37174	37939	39459	39607	36781	38198	36575	38111	40014	37415	36335	37748	39109	38325	35277	34674	35425	35418	35787	34700	34804	36910	35236	33884	35671	34617	34088	34369	32273	33844	32772	34778	34197	32510	33221	32424	33014	33334	31867	31264	33103	32020	31254	32647	30273	31565	31318	31017	30221	30668	31141	29553	29207	28932	29223	29381	28564	28442	28276	27686	27953	27000	26871	26815	
180732	511403	461108	467316	535839	507294	600235	582043	505419	483909	464847	537060	2702780	10761036	14074704	7696292	2705769	1366157	954766	1353833	3146245	8186970	19060694	31488337	35515242	32581925	22311550	9451584	3518109	2523495	7458505	12047644	9618012	7248387	3994928	2644665	2156133	1832718	1585562	1574251	3114961	5021870	6843459	5429707	2173456	1616733	2416606	3774434	5195628	5112778	2830575	1222054	1319923	1653792	1509089	1764029	2778109	3705748	3715200	3199516	4243135	3745463	2003019	1152646	837731	480146	327384	268680	216047	171427	155239	147060	146706	143821	145531	140475	141496	135220	134225	131056	122493	129732	127934	119941	114206	110014	106015	105829	104043	107774	101112	107000	112207	116667	106349	107887	104433	106531	103312	93405	89314	91750	88809	88292	89011	85207	85224	83760	82806	82160	75690	73556	77829	78926	78428	79534	75633	76591	69163	69034	75317	72200	70805	69625	63060	61330	61724	57840	57723	57113	56403	56071	55128	55097	55876	55743	54508	52319	50775	53228	50283	49897	51278	49209	49337	49839	48248	48601	46793	46493	45255	46854	45041	45574	43344	44814	44936	44756	44247	44831	43731	45093	44014	44786	44975	42818	43121	43377	46381	43803	43718	43528	42573	41447	41317	40214	43288	39993	41269	40708	42304	41470	42187	40109	39853	38274	40320	38978	37222	37260	37432	36684	35530	34887	35530	34979	35531	35136	34917	35534	33313	33516	34788	34164	32839	34500	35533	33462	33135	32884	32857	33623	33463	32566	32373	31374	29955	31932	30428	31149	31417	30081	29784	29960	31193	30411	30414	30649	29846	30112	28589	29307	29319	28527	28759	28871	28317	28163	28296	28070	27163	28262	27598	27567	26887	26683	26763	26410	25661	25946	25432	25635	24934	24700	25474	24473	
176091	495945	403096	378508	437681	421748	495154	498504	445342	428694	428987	495352	2730959	11008143	14353431	7638431	2479384	1442647	1128555	1436828	3489539	9117421	20355480	32778594	34922287	30317892	19132969	7503678	3296360	4155337	9305247	13537770	15359502	9837686	6088886	3618819	1975754	1556316	1341360	1517347	3680954	5450781	5456691	4175172	2078314	1873483	2698432	4480057	6440484	5967453	2977554	1321306	1594801	1816018	1593389	1958992	3047240	3910529	3668648	3600484	4513006	4081570	2555508	1091354	627441	441772	397227	342436	297178	241548	170149	147827	140693	142591	137012	132368	125642	127963	127516	123992	126534	132244	122638	116262	110930	108501	107320	110385	108525	107532	106046	109593	108002	111788	112623	111891	114133	105044	98309	92132	91640	88418	84679	81571	80507	80108	80704	77491	72350	70843	71610	68429	69281	68175	79004	75862	78087	73523	66758	64980	65105	64650	68435	64639	59628	58703	56149	55476	53537	53783	52965	52260	52806	49806	48015	49325	49689	47617	49251	47183	46740	47762	46125	45383	44886	45876	45327	43426	42602	44354	42759	43840	42574	40918	40711	40823	41064	40541	38270	39981	39579	37996	38694	36901	36436	36376	37174	35908	37220	36832	35705	37181	35070	35191	35476	34363	33897	34726	34526	33584	33182	32770	33875	32308	32323	33000	31138	32493	31382	31082	31569	30689	30953	30034	30639	29873	29527	30103	30943	30250	30119	29664	27810	29573	28058	29018	28718	28287	28240	28595	28253	28177	28008	27284	29149	27245	28718	27493	27818	27114	27630	27663	27216	26363	27315	26098	26674	26379	26745	25940	26930	26416	26499	25617	26748	25421	25707	25652	26110	25055	25922	25791	24661	25117	24957	24227	24372	24047	23911	23248	23088	23460	22540	23138	22731	21519	
202535	533003	436217	399130	389460	442543	539426	549168	464013	467795	464656	549573	2673602	9589570	12572366	7208912	2447433	1294000	1004099	1566750	4250015	10750308	22811071	33377999	33852196	29604356	17108072	5633764	3306794	4554977	12925209	17569652	18030733	29020143	25708071	8444849	3410297	2388816	1635541	1599137	3363074	4937593	5507524	4123335	1990416	1843620	2436756	3490260	5357221	5521176	2905976	1204030	1371035	1625297	1611526	2246912	3179218	3630709	3774980	3651275	4996676	4494939	2501379	1087367	804531	661591	383729	326372	256743	240661	191158	172277	151746	145486	142852	139389	138726	139323	135983	133544	135715	135692	138723	118743	121043	116904	115579	116725	116157	112138	117846	113661	125321	114967	115111	119110	115877	109274	106125	113618	130009	157357	121645	99422	89441	88319	88590	91291	84914	87434	86718	90499	81063	83698	85670	87513	88324	85210	78464	82019	75678	76677	77845	74665	67535	69886	61199	64760	62884	61247	60618	60564	59856	58392	58766	58406	56509	59940	54535	53607	55789	55108	52685	49396	51530	52591	53195	51575	50191	51136	48200	47114	49696	45868	48822	49427	47369	48561	48899	49690	46914	47837	48868	49916	47781	45477	46620	48164	49374	43246	46965	46459	43150	44332	48189	44431	45466	45151	44744	44053	42912	41362	43641	43603	41503	42005	43091	40891	40546	42168	39427	39049	38709	37601	37740	36641	36867	36739	35852	35260	35329	35611	34983	36644	34751	34293	34250	35112	35106	33135	34354	34955	33366	33537	34958	33227	33507	31472	33320	32509	30970	32523	31803	32641	31531	32353	32380	31943	31211	31566	30084	31816	30422	30328	30515	29953	30136	30250	29888	29042	28851	28954	29328	28305	29285	27831	27837	27216	27312	26486	27040	26132	26151	25582	26508	26078	
197526	557231	457455	534414	725631	521477	518051	556411	478993	495414	480561	560563	2896345	11552003	14892467	7614534	2515324	1554705	1185094	1538136	3607712	9571985	19152156	29639519	34396760	29770173	16952160	6381394	3553860	4586291	13915916	17725045	20489750	41434109	39619493	11212113	4665377	3665021	2455752	2268833	3895249	5229931	6378480	4850461	2117307	1941925	2378482	3419900	4883847	5187320	2736057	1110326	1377878	1769074	1725003	2253768	3168062	3624433	4101042	3741381	4111314	3966056	2418974	1100614	685593	398121	305696	309335	270892	233009	202040	182585	172924	174492	172298	164869	159272	154999	153229	155366	149702	146087	154881	142549	137214	133061	127429	125669	126448	127200	124760	135100	131913	131964	133656	126962	127084	125468	124488	128570	153778	188160	142495	112061	107425	101311	105524	104141	103956	100150	99014	97990	97995	98027	103982	103814	96197	98210	92946	91502	89345	92215	91096	86337	79271	78986	76208	71115	76175	73087	70333	71026	69599	68508	69640	66488	66828	64796	65221	66558	61321	63756	63888	62098	61649	60600	60822	60149	61038	58390	57728	59457	56399	56333	57571	58120	57940	59234	60646	59685	59159	56525	60683	58984	60410	57530	56994	58317	53765	54797	53698	55588	52432	53056	57673	57695	55370	58380	61967	55435	55884	55965	58000	56698	58751	54524	54737	53002	51893	54008	54198	53625	49367	52717	51528	49429	50875	50047	48380	53164	56113	55622	51649	48340	50691	48676	50661	46947	46801	47589	48473	47433	46982	46639	47593	44716	48152	45029	49642	47114	43762	43268	42228	45041	47040	45694	48196	45791	43716	43174	44786	43875	41874	41500	42485	41093	42448	41107	40120	41797	42184	41060	40063	40221	37865	38319	37841	38455	36429	36772	36548	35655	36024	34845	35531	35190	
191471	532514	426985	383356	393531	429812	542269	531713	445451	473365	454703	562478	2820235	10247957	13384129	7613444	2461261	1273658	1007561	1479689	3499966	8744420	18863934	30532789	33806809	29377824	17381833	7869748	4592553	5633545	9116487	14259956	33883007	55329639	28381373	8593541	4523008	2951430	2708201	2347372	4625046	6223544	7035407	5185617	2512642	1878558	2420417	3461285	5091116	5483988	2997209	1126850	1402855	1650286	1559960	2129387	3262879	3808009	3928113	3525959	4320349	4056121	2353029	1235746	797341	433336	327615	326704	255860	209369	189308	186970	180046	173190	164515	162300	156379	151325	140630	145140	141939	150509	151908	128990	125866	130803	128440	118473	121126	123947	123018	122042	128676	128211	125490	122651	130015	143619	159034	172650	161764	145066	134026	120295	111194	104970	103624	102031	98968	100572	97649	97175	96197	95938	95411	99264	94182	95190	88934	92927	91539	86735	90970	86097	85223	75695	75969	73628	68831	71026	67741	69559	65212	66068	65055	65040	62986	62459	59699	59185	58698	59794	58261	55994	58995	56536	57173	54516	53594	55487	55218	54393	54610	55046	52796	54514	52064	53557	53879	55924	52316	52617	54078	56688	57379	58167	56585	57483	57616	53281	53073	50341	49703	50122	48022	46979	47560	47242	49208	45947	47627	45137	44868	45470	43888	45593	43691	42733	43428	43893	41112	42028	40864	42228	39899	41683	40576	40967	39723	40535	39778	39941	39721	39986	39881	39460	40261	38010	38835	39106	39576	39760	39011	40505	38870	39330	38602	38326	37445	37264	36951	37582	36934	37468	37580	38332	37604	36819	37638	38404	39006	40308	38518	38228	39625	38439	37760	35585	36136	35664	34820	34884	34143	34196	34498	33864	33309	34705	33196	33084	32753	32919	32602	32879	32601	31507	
181209	553193	432796	390477	436152	428675	506556	548280	441702	434343	430429	520535	2811766	10555297	12716635	6707776	2291991	1185476	945417	1465079	3368011	8723069	19653762	27995341	31458110	29442901	15952350	6845106	3275781	4047935	10584590	18654371	19199385	13110305	8001353	4422659	2377003	1941349	1762479	1994503	4172749	5557106	6365445	4835496	2031473	1624411	2150202	3428790	5033264	5066032	2832876	1365622	1552906	1687316	1560556	2272397	3416439	3891782	3755417	3384587	4247553	4068901	2585721	1304545	936065	587036	403293	389791	304470	214973	166305	156055	143707	140754	139769	141209	134265	131243	126327	128596	127247	132488	128075	118272	113566	107684	108797	111018	113930	120228	125848	137517	144456	144811	164176	171039	140011	112389	108299	109707	102119	99211	94463	95710	95554	90527	87927	79540	81695	81421	82180	83621	85267	83258	86405	81698	80758	80377	78389	77434	73778	75875	75518	71768	68862	67081	61826	62708	61933	58915	57872	55769	54828	56490	54084	52851	54016	52050	53384	51445	50690	51294	50050	47278	48114	47548	50194	48346	46029	45846	47775	45344	45112	44025	46833	46691	47718	46445	47439	46211	47484	48369	48243	46509	46867	45838	44714	45594	44610	44364	43441	43095	44349	44874	43710	44217	44625	48875	49877	46285	45181	45608	46802	52614	51692	46422	45172	46837	44633	44436	44105	44106	41935	41210	42252	42985	38232	42112	41578	42366	48315	43898	40711	39746	41766	43926	41562	38577	38814	35654	35577	36721	34712	37305	38865	38776	39178	37216	40842	37885	33765	32449	32622	35912	37623	37240	36783	35433	35988	33901	33806	32188	32016	31097	30761	31403	30012	29625	30071	32087	32807	31104	30961	28456	28037	27587	27765	27893	27313	25762	25913	25717	25610	25161	24544	25007	
167916	441235	400682	391073	405216	454171	553001	557045	473387	497070	469737	581412	3008357	11265807	14548463	8156901	2596803	1310342	1095756	1731722	4334674	10964640	22492755	33331989	34570313	29616851	16949238	7294370	3853270	5067149	10816085	15402073	17564666	16713002	9180931	4529317	2973118	2489824	2154823	2346285	4236304	5575387	6624890	4949539	2363983	1616280	2156931	3107174	3947817	4003525	2412686	1632209	1958702	1797142	1581815	2255495	3394893	3770326	3708466	3890899	4429098	4001780	2526211	1163866	698640	526955	373643	302648	228760	193781	176985	165980	164220	156194	156499	154899	145807	145247	149905	140888	142831	144275	141854	139077	129216	126604	125249	121590	121849	125431	140371	145834	136263	152642	163729	137998	120844	120176	117576	117824	113429	108640	103729	100966	97637	96942	93786	91599	90331	90415	86874	84573	83866	87372	89756	84317	83245	83294	83435	79888	77908	76738	75064	75586	69650	68482	65367	64474	64297	62767	61039	59553	59003	58379	57764	55339	55861	55986	53535	54841	53752	52604	53344	52100	52075	53264	51938	52024	49853	49824	48021	47759	48472	48818	47106	47575	47387	47183	46799	43777	45515	43628	46253	45008	44940	44757	43057	44456	44726	42057	43626	41715	40441	41123	40213	40743	41194	41307	39844	38569	41049	38759	37882	37421	38790	39734	37985	37038	37704	37204	36748	37735	38001	37158	37440	36004	37604	35479	35504	35809	35189	35373	34574	35746	34861	35201	33437	34067	35085	34105	34602	33146	33831	34029	33966	33119	33782	33066	32917	33649	32297	33607	32811	32717	32289	33025	30652	33076	32566	31992	31708	32208	31565	32451	32415	31156	31726	31443	31332	30683	30999	31388	30510	30905	30233	30032	29944	29847	29022	29862	28476	28723	28519	28866	28248	27924	
